Number,Year,Date,State,Sublocation,Location,Lat,Long,Description,Source,Type,Rioter Classification,Target Classification,Actions,Recorded # Killed,Recorded # Injured,Persons Named as Rioters,Persons Named as Targets,Note
8,1852,1852/04,California,Snelling,"One hundred miles from Snelling, CA",37.51972,-120.4382,"April: On the 29th, two Mexicans tracked for over one hundred miles and lynched for alleged murder.","San Joaquin Republican, 5 May 1852; Collins, Sam Ward as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,2,,,,PTH
9,1852,1852/05,California,Yreka,Klamath river near Yreka,41.73165,-122.63781,"May: John Balthus, described as a ""Half-breed Mexican,"" convicted for theft of $800 in gold by a vigilance committee. The vigilantes shot and killed Balthus.","Alta California (San Francisco), 18 May 1852 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Mixed Race; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,John Balthus,PTH
10,1852,1852/06,California,Jackson,"Jackson, CA",38.35064,-120.77226,"June: On the 10th, a mob of mostly French goldseekers lynched José Cheverino for alleged murder.","Nevada Journal (Nevada City) , 16 June 1852 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National,Vigilante; French,Mexican; Hispanic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,José Cheverino,PTH
11,1852,1852/06,California,Jackson,"Jackson, CA",38.35064,-120.77226,"June: On the 11th, Cruz Flores lynched for allegedly being an accomplice to murder.","Sacramento Daily Union, 12 and 14 June 1852 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Accomplice,Lethal Violence,1,,,Cruz Flores,PTH
12,1852,1852/07,California,Santa Cruz,"Santa Cruz, CA",36.97415,-122.02227,"July: On the 20th, Domingo Hernandez lynched by a vigilance committee for alleged theft.","Los Angeles Star, 7 Aug. 1852, as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante; Vigilance Committee,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,Domingo Hernandez,PTH
13,1852,1852/07,California,Santa Cruz,"Santa Cruz, CA",36.97415,-122.02227,"July: On the 21st, Vigilantes removed Capistrano Lopez and an unknown Mexican from jail and lynched them for alleged horse theft.","Sacramento Daily Union, 28 July 1852 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief; Legal; Jail,Lethal Violence; Seized Person(s); Extraction,2,,,Capistrano Lopez,PTH
14,1852,1852/07,California,Sutter's Creek,"Sutter's Creek, CA",38.39187,-120.80431,"July: On the 21st, a vigilance committee lashed a Mexican, Pansa, 75 times and hanged him for alleged murder.","Sacramento Daily Union, 23 July 1852 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante; Vigilance Committee,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence; Non-Lethal Violence; Torture,1,,,Pansa,PTH
15,1852,1852/07,California,Los Angeles,Los Angeles,34.022624,-118.367045,"July: On the 24th, a vigilance committee lynched Doroteo Zavaleta and Jesús Rivas for alleged murder.","Los Angeles Star, 31 July 1852, as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante; Vigilance Committee,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,2,,,Doroteo Zavaleta; Jesús Rivas,PTH
16,1852,1852/11,California,Los Angeles,Los Angeles,34.022624,-118.367045,"November: On the 29th, Reyes Feliz hanged for alleged murder.","Sacramento Union, 16 Dec. 1852 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Reyes Feliz,PTH
17,1852,1852/12,California,Los Angeles,Los Angeles,34.022624,-118.367045,"December: On the 12th, Cipriano Sandoval, Benito Lopez, and Barumas all lynched for alleged murder.","San Joaquin Republican, 18 Dec. 1852 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,3,,,Cipriano Sandoval; Benito Lopez; Barumas,PTH
18,1852,,New Mexico,Mora,"Mora, NM",35.97255,-105.33211,"Late: Gabriel Luhan and José de la Cruz Vigil (a ""Hispanicized Navajo"") hanged for alleged murder.","Santa Fe Weekly Gazette, 18 Dec. 1852 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Native; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,2,,,Gabriel Luhan; José de la Cruz Vigila,PTH
1,1853,1853/12,Iowa,Council Bluffs,"Council Bluffs, Iowa",41.259611,-95.862668,"May: Mob seized Baltimore Muir, tried him for the murder of a fellow traveller on a wagon train and hanged him.","Black.Lynching, p.182-183",Vigilante; Law,Vigilante,Unknown,Lethal Violence; Seized Person(s),1,,,Baltimore Muir,PTH edits
2,1853,1853/12,Illinois,Lasalle,"Lasalle, Illinois",41.330127,-89.09299,"December: Irish canal workers, angered by a 20% cut in pay, attacked the contractor's house and beat him to a pulp. Before order could be restored, authorities killed one rioter.","Grimsted. ""Antebellum Workers,"" p.10,11,23,24;NY Tribune, December 15, 1852",Labor; Religious; Ethnic/National,Irish; Catholic; Worker; Canal Worker,Contractor,Lethal Violence; Non-Lethal Violence,1,1,,,
3,1853,1853/01,California,Yankee Camp,"Yankee Camp, CA",39.02946,-120.86116,"January: ""Big Bill"" lynched for alleged murder.","Sacramento Daily Democratic State Journal, 31 Jan 1853 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Big Bill,PTH
4,1853,1853/01,California,Murphy's Camp,"Murphy's Camp, CA",38.13807,-120.45999,January: Unknown Mexican lynched for alleged murder.,"Elias S. Ketchum Diary as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
5,1853,1853/02,California,Angel's Camp,"Angel's Camp, CA",38.0726,-120.53938,"February: On the 1st, an unknown Mexican lynched after confessing to have aided outlaw Joaquin Murrieta.","Boessenecker, Gold Dust as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Accessory,Lethal Violence,1,,,,PTH
6,1853,1853/02,California,Monterey,"Montery, CA",36.60231,-121.89565,"February: On the 8th, two unknown Mexicans seized from authorities after alleged horse theft. The men were lynched.","Gonzales-Day, Lynching in the West as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief; Alleged Horse Thief; Legal,Lethal Violence; Seized Person(s); Extraction,2,,,,PTH
7,1853,1853/02,California,Jackson,"Jackson, CA",38.35064,-120.77226,"February: On the 15th, vigilance committee hanged Antonio Valencia for alleged murder.","Sacramento Union, 17 Feb. 1853 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante; Vigilance Committee,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Antonio Valencia,PTH
8,1853,1853/02,California,San Andreas,"San Andreas, CA",38.19664,-120.67932,"February: On the 20th, Juan Sanchez lynched for admitting to being a part of Joaquin Murrieta's outlaw band.","Placer Herald (Auburn), 5 Mar. 1853 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer;,Lethal Violence,1,,,Juan Sanchez,PTH
9,1853,1853/05,Texas,Ft. Bend,"Ft. Bend, TX",29.61938,-95.63617,May: Hanging of young enslaved man for alleged murder of master,"Junkins, ""Slave Plots, "" 44 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Youth; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
10,1853,1853/05,Texas,Ft. Bend,"Ft. Bend, TX",29.61938,-95.63617,"May: An enslaved, black preacher hanged for allegedly influencing young man to murder master","Junkins, ""Slave Plots, "" 44 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Religious,Lethal Violence,1,,,,PTH
11,1853,1853/07,California,Jackson,"Jackson, CA",38.35064,-120.77226,"July: On the 25th, Palonio Sanchez, an alleged horse thief, seized from authorities and lynched.","Sacramento Daily Union, 29 July, 1853 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief; Alleged Horse Thief; Legal,Lethal Violence; Seized Person(s); Extraction,1,,,Palonio Sanchez,PTH
12,1853,1853/08,Missouri,Boone Co.,"Boone Co., MO",38.96198,-92.33266,August: Enslaved man hanged for alleged attempted rape,"Hurt, Agriculture and Slavery, 249 as listed in Pfeifer, The Roots of Rough Justice.",Slavery; Racial; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Sexual Assailant,Lethal Violence,1,,,,PTH
13,1853,1853/08,Texas,Smith Co.,"Smith Co., Texas",32.4017,-95.25006,August: Hanging of enslaved man for alleged rape and murder,"Junkins, ""Slave Plots, "" 44 as listed in Pfeifer, The Roots of Rough Justice.",Slavery; Racial; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Sexual Assailant; Alleged Murderer,Lethal Violence,1,,,,PTH
14,1853,1853/09,California,Martinez,"Martinez, CA",38.01647,-122.13061,"September: On the 4th, José Maria Ochoa lynched for alleged murder.","Gonzales-Day, Lynching in the West as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer;,Lethal Violence,1,,,José Maria Ochoa,PTH
15,1853,1853/10,California,San Luis Obispo,"San Luis Obispo, CA",35.2807,-120.6605,"October: On the 13th, Bernardo Daniel, Higuerro, and three unknown Mexicans lynched for the alleged ""murder of San Jose dry goods peddler.""","Los Angeles Star, 22 Oct. 1853, 10 Dec. 1853; Nevada Journal (Nevada City), 4 Nov. 1853 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer;,Lethal Violence,5,,,Bernardo Daniel; Higuerro,PTH
1,1854,1854/12,Texas,Fannin,"Fannin, TX",28.6963,-97.23558,Hanging of enslaved woman for alleged murder of mistress and mistress's two children,"Frederick Law Olmstead, The Cotton Kingdom: A Traveler's Observations on Cotton and Slavery in the American Slave States (New York: Alfred A. Kopf, 1953; repr., New York: Da Capo Press, 1996), 303 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Woman; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
2,1854,1854/05,Massachusetts,Boston,Boston,42.350273,-71.060098,"May: Large crowd attempts to break into the courthouse to free fugitive slave Anthony Burns. During the attempt, some shots fired, killing one of the deputies.","""The Case of the Courthouse Riot,""Journal of Negro History, 56 (1971), p.31-42",Slavery; Racial; Law,Anti-Slavery; Abolitionist,Legal; Law Officer,Lethal Violence; Extraction,1,,,,
3,1854,1854/08,Missouri,St. Louis,St. Louis,38.663531,-90.278251,"August: Nativist riot lasting several days. Claim that an Irishman stabbed an American in the back led to Nativist attack on Irish neighborhood. 50-60 houses destroyed with axes, etc. Irish fought back. 8-10 killed, many injured. Began August 7th, election day.","McMaster, p.8,87; Billington, p.421",Ethnic/National; Religious,American; Nativisit; Protestant,Irish; Catholic,Lethal Violence; Property Destroyed; Non-Lethal Violence,,,,,
4,1854,1854/11,California,Los Angeles,Los Angeles,34.022624,-118.367045,November: Two murderers sentenced separately to hanging. The Anglo was given a stay; the Mexican was hanged immediately. Mexicans angered at this difference in treatment stormed the jail and lynched the Anglo.,"Bleen. ""Vigilantism,"" p.20-21",Racial; Law; Ethnic/National; Religious; Vigilante,Mexican; Vigilante; Hispanic; Catholic,American; Prisoner; Protestant; Anglo; Legal; Jail,Lethal Violence,1,,,,
5,1854,1854/02,California,Angle,"Angle, CA",37.34968,-119.57638,"February: On the 11, Dollores and an unknown Mexican lynched for the alleged murder of an Anglo. Their bodies were left hanging from the tree to decompose.","Columbia Gazette, 25 Feb. 1854 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante; White; Anglo,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer; Woman,Lethal Violence,2,,,Dollores,PTH
6,1854,1854/02,Wisconsin,Waushara Co.,"Waushara Co., WI",44.10971,-89.24131,February: Hanging of Frederick Cartwright for alleged murder,"Oshkosh Democrat, March 3, 1854; Milwaukee Daily Sentinel, Marh 6, 1854 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Frederick Cartwright,PTH
7,1854,1854/04,Washington,Puget Sound,Puget Sound,47.67299,-122.37011,April: Unnamed Native man hanged for alleged murder.,"Pioneer and Democrat (Olympia), April 8, 1854 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law; Racial,Vigilante; White,Native; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
8,1854,1854/07,California,San Vicente Rancho,"San Vicente Rancho, CA",37.30105,-121.8346,"July: On the 21st, Nemesio Berreyesa taken from his home and lynched for alleged murder.","Boessenecker, Gold Dust as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Seized Person(s); Lethal Violence,1,,,Nemesio Berreyesa,PTH
9,1854,1854/08,California,Drytown,"Drytown, CA",38.4407,-120.8542,"August: On the 25th, an unnamed Mexican man lynched with a log-chain for the alleged murder of a Chinese miner.","Nevada Journal (Nevada City) , 8 Sept 1854 as listed in Carrigan and Webb, Forgotten Dead.",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
10,1854,1854/08,Alabama,Mount Meigs,"Mount Meigs, Montgomery Co.",32.3631,-86.1016,August: Burning of enslaved man for allegedly murdering master,"James Benson Sellers, Slavery in Alabama (1940; repr., Tuscaloosa: University of Alabama Press, 1994), 262-262 from Pfeifer, Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
